0.1	0.955456	0.95542
0.2	0.911051	0.910979
0.3	0.866921	0.866815
0.4	0.823202	0.823063
0.5	0.780025	0.779855
0.6	0.737515	0.737316
0.7	0.695792	0.695567
0.8	0.65497	0.654721
0.9	0.615152	0.614883
1	0.576436	0.57615
1.1	0.538908	0.538608
1.2	0.502645	0.502335
1.3	0.467713	0.467396
1.4	0.434168	0.433848
1.5	0.402055	0.401736
1.6	0.37141	0.371093
1.7	0.342255	0.341945
1.8	0.314606	0.314305
1.9	0.288466	0.288176
2	0.263829	0.263552
2.1	0.240682	0.240421
2.2	0.219003	0.218758
2.3	0.198761	0.198534
2.4	0.179921	0.179712
2.5	0.16244	0.16225
2.6	0.146271	0.1461
2.7	0.131362	0.13121
2.8	0.117657	0.117525
2.9	0.1051	0.104986
3	0.0936293	0.0935325
3.1	0.0831843	0.0831041
3.2	0.0737029	0.0736383
3.3	0.0651233	0.065073
3.4	0.057384	0.0573469
3.5	0.0504245	0.0503993
3.6	0.044186	0.0441713
3.7	0.0386112	0.0386059
3.8	0.0336453	0.033648
3.9	0.0292355	0.0292451
4	0.025332	0.0253473
4.1	0.0218875	0.0219074
4.2	0.0188575	0.018881
4.3	0.0162005	0.0162268
4.4	0.013878	0.0139063
4.5	0.0118543	0.0118838
4.6	0.0100965	0.0101265
4.7	0.00857446	0.00860452
4.8	0.00726072	0.00729036
4.9	0.00613036	0.0061592
5	0.00516086	0.00518861
5.1	0.00433196	0.00435838
5.2	0.0036255	0.00365043
5.3	0.00302532	0.00304864
5.4	0.00251704	0.00253869
5.5	0.00208795	0.0021079
5.6	0.00172687	0.00174512
5.7	0.00142398	0.00144057
5.8	0.00117071	0.0011857
5.9	0.000959613	0.000973067
6	0.000784217	0.00079623
6.1	0.000638953	0.00064962
6.2	0.000519027	0.000528449
6.3	0.000420336	0.000428616
6.4	0.000339378	0.000346619
6.5	0.000273179	0.000279483
6.6	0.000219221	0.000224684
6.7	0.00017538	0.000180097
6.8	0.000139871	0.00014393
6.9	0.000111201	0.000114685
7	8.8124e-005	9.11116e-005
7.1	6.96043e-005	7.21686e-005
7.2	5.47839e-005	5.69941e-005
7.3	4.29541e-005	4.48763e-005
7.4	3.35314e-005	3.52297e-005
7.5	2.6036e-005	2.75742e-005
7.6	2.00742e-005	2.15179e-005
7.7	1.53226e-005	1.67416e-005
7.8	1.15149e-005	1.29865e-005
7.9	8.4306e-006	1.00435e-005
8	5.8852e-006	7.74422e-006
8.1	3.72132e-006	5.9534e-006
8.2	1.80127e-006	4.56297e-006
