0.1	0.943701	0.943628
0.2	0.887681	0.887537
0.3	0.832215	0.832004
0.4	0.777572	0.777297
0.5	0.724006	0.723674
0.6	0.671756	0.671373
0.7	0.621044	0.620618
0.8	0.572068	0.571608
0.9	0.525005	0.524518
1	0.480003	0.4795
1.1	0.437188	0.436677
1.2	0.396655	0.396144
1.3	0.358473	0.357971
1.4	0.322686	0.322199
1.5	0.289309	0.288844
1.6	0.258336	0.257899
1.7	0.229738	0.229332
1.8	0.203462	0.203092
1.9	0.179442	0.179109
2	0.157594	0.157299
2.1	0.137819	0.137564
2.2	0.120012	0.119795
2.3	0.104056	0.103876
2.4	0.0898313	0.089686
2.5	0.0772126	0.0770999
2.6	0.0660751	0.0659921
2.7	0.0562942	0.0562378
2.8	0.047748	0.0477149
2.9	0.040318	0.040305
3	0.0338911	0.0338949
3.1	0.0283598	0.0283773
3.2	0.0236233	0.0236516
3.3	0.019588	0.0196244
3.4	0.0161673	0.0162095
3.5	0.0132824	0.0133283
3.6	0.0108617	0.0109095
3.7	0.00884073	0.00888897
3.8	0.00716213	0.00720957
3.9	0.00577497	0.00582067
4	0.00463449	0.00467773
4.1	0.00370161	0.0037419
4.2	0.00294244	0.00297947
4.3	0.00232778	0.00236139
4.4	0.00183269	0.00186285
4.5	0.00143595	0.00146272
4.6	0.00111965	0.00114318
4.7	0.00086879	0.000889267
4.8	0.000670851	0.000688514
4.9	0.000515476	0.00053058
5	0.000394144	0.000406952
5.1	0.000299886	0.00031066
5.2	0.000227043	0.000236034
5.3	0.00017104	0.000178488
5.4	0.00012821	0.000134333
5.5	9.56255e-005	0.000100622
5.6	7.09647e-005	7.50132e-005
5.7	5.23989e-005	5.56563e-005
5.8	3.8495e-005	4.10979e-005
5.9	2.81374e-005	3.0203e-005
6	2.04621e-005	2.20905e-005
6.1	1.48046e-005	1.60798e-005
6.2	1.06566e-005	1.16487e-005
6.3	7.63138e-006	8.39821e-006
6.4	5.43685e-006	6.02576e-006
6.5	3.85337e-006	4.30278e-006
6.6	2.71693e-006	3.05771e-006
6.7	1.90568e-006	2.16248e-006
6.8	1.32968e-006	1.52199e-006
6.9	9.2292e-007	1.06605e-006
7	6.37222e-007	7.43098e-007
7.1	4.37641e-007	5.15484e-007
7.2	2.98972e-007	3.55863e-007
7.3	2.03147e-007	2.44483e-007
7.4	1.37284e-007	1.67151e-007
7.5	9.22514e-008	1.13727e-007
7.6	6.16151e-008	7.70039e-008
7.7	4.08619e-008	5.18863e-008
7.8	2.68406e-008	3.47922e-008
7.9	1.73561e-008	2.32167e-008
8	1.08758e-008	1.54173e-008
8.1	6.31803e-009	1.01882e-008
8.2	2.89589e-009	6.70003e-009
