0.004	0.136448
0.008	0.0508047
0.012	0.041395
0.016	0.0308475
0.02	0.0231695
0.024	0.0214096
0.028	0.0177705
0.032	0.015917
0.036	0.0138448
0.04	0.012425
0.044	0.0110879
0.048	0.010254
0.052	0.00962284
0.056	0.00900855
0.06	0.00846292
0.064	0.0079537
0.068	0.00749327
0.072	0.00706885
0.076	0.00668166
0.08	0.00632545
0.084	0.00599858
0.088	0.0056973
0.092	0.00543345
0.096	0.0052405
0.1	0.00505608
0.104	0.00488017
0.108	0.0047125
0.112	0.00455281
0.116	0.00440076
0.12	0.00425601
0.124	0.00411819
0.128	0.00398696
0.132	0.00386196
0.136	0.00374284
0.14	0.00362929
0.144	0.003521
0.148	0.00341765
0.152	0.00331899
0.156	0.00324218
0.16	0.00316963
0.164	0.00309924
0.168	0.00303095
0.172	0.00296473
0.176	0.00290054
0.18	0.00283831
0.184	0.00277798
0.188	0.00271952
0.192	0.00266285
0.196	0.00260791
0.2	0.00255466
0.204	0.00250303
0.208	0.00245296
0.212	0.00240441
0.216	0.00235732
0.22	0.00231163
0.224	0.0022673
0.228	0.00222427
0.232	0.00218812
0.236	0.00215436
0.24	0.0021213
0.244	0.00208893
0.248	0.00205724
0.252	0.00202623
0.256	0.00199587
0.26	0.00196616
0.264	0.00193708
0.268	0.00190862
0.272	0.00188077
0.276	0.00185352
0.28	0.00182684
0.284	0.00180073
0.288	0.00177518
0.292	0.00175017
0.296	0.00172569
0.3	0.00170172
0.304	0.00167826
0.308	0.00165529
0.312	0.0016328
0.316	0.00161077
0.32	0.0015892
0.324	0.00157068
0.328	0.001553
0.332	0.00153558
0.336	0.00151844
0.34	0.00150156
0.344	0.00148494
0.348	0.00146858
0.352	0.00145248
0.356	0.00143663
0.36	0.00142103
0.364	0.00140567
0.368	0.00139055
0.372	0.00137568
0.376	0.00136103
0.38	0.00134661
0.384	0.00133242
0.388	0.00131845
0.392	0.0013047
0.396	0.00129117
0.4	0.00127784
0.404	0.00126472
0.408	0.00125181
0.412	0.00123909
0.416	0.00122657
0.42	0.00121424
0.424	0.0012021
0.428	0.00119024
